time,pm10,pm2_5,nitrogen_dioxide,ozone,carbon_monoxide,AQI,hour,hour_sin,hour_cos,AQI_RF_Predict,AQI_LSTM_Predict
2026-09-06 09:00:00,-0.3650597541688443,-0.2812003740629358,-0.3827276752252255,-0.4539049863138205,0.8689410488755696,134.0,9,0.631087944326053,-0.7757112907044197,,
2026-09-06 10:00:00,-0.3650597541688443,-0.2812003740629358,-0.3827276752252255,-0.4539049863138205,0.8689410488755696,134.0,10,0.3984010898462414,-0.917211301505453,,
2026-09-06 11:00:00,-0.3650597541688443,-0.2812003740629358,-0.3827276752252255,-0.4539049863138205,0.8689410488755696,134.0,11,0.1361666490962471,-0.9906859460363306,,
2026-09-06 12:00:00,-0.3650597541688443,-0.2812003740629358,-0.3827276752252255,-0.4539049863138205,0.8689410488755696,134.0,12,-0.1361666490962464,-0.9906859460363308,,
2026-09-06 13:00:00,-0.3650597541688443,-0.2812003740629358,-0.3827276752252255,-0.4539049863138205,0.8689410488755696,134.0,13,-0.3984010898462415,-0.9172113015054528,,
2026-09-06 14:00:00,-0.3650597541688443,-0.2812003740629358,-0.3827276752252255,-0.4539049863138205,0.8689410488755696,134.0,14,-0.6310879443260528,-0.7757112907044198,,
2026-09-06 15:00:00,-0.3650597541688443,-0.2812003740629358,-0.3827276752252255,-0.4539049863138205,0.8689410488755696,134.0,15,-0.816969893010442,-0.5766803221148672,,
2026-09-06 16:00:00,-0.3650597541688443,-0.2812003740629358,-0.3827276752252255,-0.4539049863138205,0.8689410488755696,134.0,16,-0.9422609221188204,-0.3348796121709864,,
2026-09-06 17:00:00,-0.3650597541688443,-0.2812003740629358,-0.3827276752252255,-0.4539049863138205,0.8689410488755696,134.0,17,-0.9976687691905392,-0.0682424133646704,,
2026-09-06 18:00:00,-0.3650597541688443,-0.2812003740629358,-0.3827276752252255,-0.4539049863138205,0.8689410488755696,134.0,18,-0.979084087682323,0.2034560130526333,,
2026-09-06 19:00:00,-0.3650597541688443,-0.2812003740629358,-0.3827276752252255,-0.4539049863138205,0.8689410488755696,134.0,19,-0.8878852184023756,0.4600650377311516,,
2026-09-06 20:00:00,-0.3650597541688443,-0.2812003740629358,-0.3827276752252255,-0.4539049863138205,0.8689410488755696,134.0,20,-0.730835964278124,0.6825531432186542,,
2026-09-06 21:00:00,-0.3650597541688443,-0.2812003740629358,-0.3827276752252255,-0.4539049863138205,0.8689410488755696,134.0,21,-0.5195839500354336,0.8544194045464886,,
2026-09-06 22:00:00,-0.3650597541688443,-0.2812003740629358,-0.3827276752252255,-0.4539049863138205,0.8689410488755696,134.0,22,-0.2697967711570252,0.962917287347799,,
2026-09-06 23:00:00,-0.3650597541688443,-0.2812003740629358,-0.3827276752252255,-0.4539049863138205,0.8689410488755696,134.0,23,-2.4492935982947064e-16,1.0,158.29,17.492002487182617
